Date,TCI,GPR
12-01-2017,14.6657484889903,129.81033
13-01-2017,14.6015270120375,127.0445
17-01-2017,14.8516303690203,100.71996
18-01-2017,14.2311336036166,102.49857
19-01-2017,14.3812130397998,125.66645
20-01-2017,14.4814753217063,104.6553
23-01-2017,15.014750342627,111.45087
24-01-2017,15.0376649446497,96.9781
25-01-2017,15.5043861283628,104.37609
26-01-2017,15.7121617105618,111.43195
27-01-2017,15.7568857403913,119.15711
30-01-2017,15.7463454032912,166.48955
31-01-2017,16.5609937925839,188.69057
01-02-2017,16.4366195058522,150.57126
02-02-2017,16.8462328434545,166.10297
03-02-2017,16.6322657633644,184.03154
06-02-2017,17.3730277139898,83.56026
07-02-2017,17.6096791277171,184.34187
08-02-2017,17.4632969928901,101.92516
09-02-2017,17.3445549374747,92.30064
10-02-2017,17.2005870352407,212.40894
13-02-2017,17.6955604118398,132.02263
14-02-2017,17.7210929380719,185.85364
15-02-2017,17.6989622428664,118.85968
16-02-2017,17.4575030055256,127.40646
17-02-2017,17.1016695426127,88.5215
21-02-2017,16.5497174016307,139.23227
22-02-2017,16.8839783955702,95.24955
23-02-2017,17.1053748315227,59.77566
24-02-2017,16.549128104494,90.82076
27-02-2017,16.772975130384,81.36131
28-02-2017,16.6533768069935,69.56927
01-03-2017,16.910241472709,130.10085
02-03-2017,17.1762242147571,114.54246
03-03-2017,17.1465704937219,64.77087
06-03-2017,16.6424031879099,117.25903
07-03-2017,16.5385029883754,141.88922
08-03-2017,16.4795089162449,111.12447
09-03-2017,16.6201260706355,123.03823
10-03-2017,16.4297387203474,71.80421
13-03-2017,15.9501221938822,78.4703
14-03-2017,15.9920901468837,59.83292
15-03-2017,16.4314577147624,95.86208
16-03-2017,17.4034615073747,80.57597
17-03-2017,17.135542559726,97.03927
20-03-2017,17.0181826434958,140.57021
21-03-2017,16.8243223333462,81.21883
22-03-2017,19.4040138997775,156.49927
23-03-2017,19.2608588375777,131.1908
24-03-2017,18.7786628202007,177.37338
27-03-2017,18.7654200730325,116.55331
28-03-2017,18.5026181086765,87.32604
29-03-2017,18.7990320505846,93.54427
30-03-2017,18.7847531882884,75.6294
31-03-2017,18.1721392416213,118.13721
03-04-2017,18.2198900942667,79.89495
04-04-2017,17.5821697828497,150.57126
05-04-2017,17.0587656241166,125.19941
06-04-2017,14.7504958588196,124.10196
07-04-2017,14.8325351158218,143.82297
10-04-2017,14.7428625357599,134.95645
11-04-2017,15.0467969592539,97.26019
