Date,Carbon,TCI
04-11-2016,125.97,23.8283258907484
07-11-2016,122.44,23.7607190255595
08-11-2016,120.88,24.4583366510423
09-11-2016,120.48,24.3088545229696
10-11-2016,116.37,24.7583578378121
11-11-2016,111.31,25.451515722063
14-11-2016,106.4,24.76288507
15-11-2016,112.85,24.3693793954605
16-11-2016,109.14,23.5885146285424
17-11-2016,115.8,23.3108758136128
18-11-2016,109.73,23.0970701939196
21-11-2016,107.77,22.8603166958117
22-11-2016,108.36,23.1393162482842
23-11-2016,106.01,22.8078017800829
25-11-2016,98.38,22.3270663755527
28-11-2016,93.3,21.9356978888703
29-11-2016,89.78,21.761881544873
30-11-2016,90.17,21.2797591508168
01-12-2016,87.82,21.4038205171283
02-12-2016,84.69,21.2799641495618
05-12-2016,86.06,20.4503764509756
